"Name","Mass","Differentiated","Undiff_Type","Ordinary_Type"
"Reckling Peak A80254",4.22683374526818,"Undifferentiated","Ordinary","H Meteorite"
"Reckling Peak A80255",1.90210752639692,"Undifferentiated","Ordinary","H Meteorite"
"Reckling Peak A80256",5.03174425730649,"Undifferentiated","Ordinary","L Meteorite"
"Reckling Peak A80257",2.14006616349627,"Undifferentiated","Ordinary","H Meteorite"
"Reckling Peak A80258",1.45861502269952,"Differentiated",NA,NA
"Reckling Peak A80259",3.00568260440716,"Undifferentiated","Enstatite",NA
"Reckling Peak A80260",2.01490302054226,"Undifferentiated","Ordinary","H Meteorite"
"Reckling Peak A80261",4.12066187053947,"Undifferentiated","Ordinary","L Meteorite"
"Reckling Peak A80262",3.46885603013597,"Undifferentiated","Ordinary","H Meteorite"
"Reckling Peak A80263",2.81540871942271,"Differentiated",NA,NA
"Reckling Peak A80264",3.17387845893747,"Undifferentiated","Ordinary","L Meteorite"
"Reckling Peak A80265",2.05412373369555,"Undifferentiated","Ordinary","H Meteorite"
"Reckling Peak A80266",2.28238238567653,"Undifferentiated","Ordinary","H Meteorite"
"Reckling Peak A80267",3.18635263316264,"Undifferentiated","Ordinary","H Meteorite"
"Reckling Peak A80268",1.22377543162212,"Undifferentiated","Ordinary","L Meteorite"
"Red Deer Hill",7.82803803212583,"Undifferentiated","Ordinary","L Meteorite"
"Red Dry Lake 002",3.06805293513362,"Undifferentiated","Ordinary","H Meteorite"
"Red Dry Lake 003",4.54329478227,"Undifferentiated","Ordinary","H Meteorite"
"Red Dry Lake 004",2.60268968544438,"Undifferentiated","Ordinary","H Meteorite"
"Red Dry Lake 005",2.484906649788,"Undifferentiated","Ordinary","H Meteorite"
"Red Dry Lake 006",3.68887945411394,"Undifferentiated","Ordinary","H Meteorite"
"Red Dry Lake 009",2.56494935746154,"Undifferentiated","Ordinary","H Meteorite"
"Red Dry Lake 022",2.83321334405622,"Undifferentiated","Ordinary","H Meteorite"
"Red Dry Lake 023",1.77495235091167,"Undifferentiated","Ordinary","L Meteorite"
"Red Dry Lake 024",2.88480071284671,"Undifferentiated","Ordinary","L Meteorite"
"Red Dry Lake 025",1.87946504964716,"Undifferentiated","Ordinary","L Meteorite"
"Red Dry Lake 028",2.42480272571829,"Undifferentiated","Ordinary","H Meteorite"
"Red Dry Lake 029",1.65822807660353,"Undifferentiated","Ordinary","H Meteorite"
"Red Dry Lake 031",1.56861591791385,"Undifferentiated","Ordinary","H Meteorite"
"Red Dry Lake 063",1.79175946922805,"Undifferentiated","Ordinary","H Meteorite"
"Red Dry Lake 064",1.79175946922805,"Undifferentiated","Ordinary","H Meteorite"
"Red Dry Lake 065",1.09861228866811,"Undifferentiated","Ordinary","L Meteorite"
"Red Dry Lake 067",1.82454929205105,"Undifferentiated","Ordinary","L Meteorite"
"Red Dry Lake 068",3.26575941076705,"Undifferentiated","Ordinary","H Meteorite"
"Red Dry Lake 071",1.47017584510059,"Undifferentiated","Ordinary","H Meteorite"
"Red River",13.5923670066501,"Differentiated",NA,NA
"Red Rock",10.7705880402195,"Differentiated",NA,NA
"Red Willow",7.91935619066062,"Differentiated",NA,NA
"Redfields",9.07566546864958,"Differentiated",NA,NA
"Redwater",5.4359030295006,"Undifferentiated","Ordinary","H Meteorite"
"Reed City",9.90348755253613,"Differentiated",NA,NA
"Reggane 001",3.61091791264422,"Undifferentiated","Ordinary","H Meteorite"
"Reggane 002",4.26267987704132,"Undifferentiated","Ordinary","L Meteorite"
"Reggane 003",9.15904707758863,"Undifferentiated","Ordinary","H Meteorite"
"Reid",4.97050750300548,"Undifferentiated","Ordinary","H Meteorite"
"Reid 002",4.19720194766181,"Undifferentiated","Ordinary","L Meteorite"
"Reid 003",4.85748411460208,"Undifferentiated","Ordinary","L Meteorite"
"Reid 004",5.68697535633982,"Undifferentiated","Ordinary","H Meteorite"
"Reid 005",3.75653810258775,"Undifferentiated","Ordinary","L Meteorite"
"Reid 006",6.82437367004309,"Undifferentiated","Ordinary","H Meteorite"
"Reid 007",7.62559507213245,"Undifferentiated","Ordinary","L Meteorite"
"Reid 008",5.39816270151775,"Undifferentiated","Ordinary","L Meteorite"
"Reid 009",3.86702563949741,"Undifferentiated","Ordinary","H Meteorite"
"Reid 010",9.01432548805023,"Undifferentiated","Ordinary","H Meteorite"
"Reid 011",8.46800294722547,"Undifferentiated","Ordinary","H Meteorite"
"Reid 012",7.22037383672395,"Undifferentiated","Ordinary","L Meteorite"
"Reid 013",5.79909265446053,"Differentiated",NA,NA
"Reid 014",4.8283137373023,"Undifferentiated","Ordinary","L Meteorite"
"Reid 015",3.15700042115011,"Undifferentiated","Ordinary","H Meteorite"
"Reid 016",4.70048036579242,"Differentiated",NA,NA
"Reid 017",4.70048036579242,"Undifferentiated","Ordinary","L Meteorite"
"Reid 018",4.79579054559674,"Undifferentiated","Ordinary","L Meteorite"
"Reid 019",4.02535169073515,"Undifferentiated","Ordinary","L Meteorite"
"Reid 020",3.46573590279973,"Undifferentiated","Ordinary","L Meteorite"
"Reid 021",2.99573227355399,"Undifferentiated","Ordinary","L Meteorite"
"Reid 022",5.23644196282995,"Undifferentiated","Ordinary","H Meteorite"
"Reid 023",4.07753744390572,"Undifferentiated","Ordinary","H Meteorite"
"Reid 024",4.56434819146784,"Undifferentiated","Ordinary","H Meteorite"
"Reid 025",3.06339092202781,"Undifferentiated","Ordinary","L Meteorite"
"Reid 026",4.61115225766564,"Undifferentiated","Ordinary","LL Meteorite"
"Reid 027",2.98061863574394,"Differentiated",NA,NA
"Reid 028",3.42100000895834,"Undifferentiated","Ordinary","H Meteorite"
"Rencoret 001",7.59689443814454,"Undifferentiated","Ordinary","H Meteorite"
"Renfrow",11.3095845409522,"Undifferentiated","Ordinary","L Meteorite"
"Republican River",4.90527477843843,"Undifferentiated","Ordinary","H Meteorite"
"Retuerta del Bullaque",11.5129254649702,"Differentiated",NA,NA
"Rhall Amane 001",5.41164605185504,"Undifferentiated","Ordinary","H Meteorite"
"Rhall Amane 002",5.94803498918065,"Undifferentiated","Ordinary","LL Meteorite"
"Rhine Villa",8.10922495308995,"Differentiated",NA,NA
"Rhineland",8.73873546136347,"Undifferentiated","Ordinary","H Meteorite"
"Rica Aventura",8.59322787769223,"Differentiated",NA,NA
"Richa",7.3132203870903,"Differentiated",NA,NA
"Richfield",10.6164373603923,"Undifferentiated","Ordinary","LL Meteorite"
"Richland",10.8317068552756,"Differentiated",NA,NA
"Ridgecrest",2.27109442590267,"Undifferentiated","Ordinary","H Meteorite"
"Rifle",11.5395673959167,"Differentiated",NA,NA
"Rincon",5.51905803324594,"Undifferentiated","Ordinary","L Meteorite"
"Rio Bunge",2.39789527279837,"Undifferentiated","Ordinary","L Meteorite"
"Río Cuarto 001",4.13836144763888,"Differentiated",NA,NA
"Rio do Pires",4.77068462446567,"Undifferentiated","Ordinary","L Meteorite"
"Rio Limay",12.5425448821514,"Undifferentiated","Ordinary","L Meteorite"
"Rio Rancho",6.90875477931522,"Undifferentiated","Ordinary","L Meteorite"
"River",5.24965219456676,"Undifferentiated","Ordinary","L Meteorite"
"Riverton",4.63763737612559,"Undifferentiated","Ordinary","H Meteorite"
"Roach",2.35707327827812,"Undifferentiated","Ordinary","LL Meteorite"
"Roach Dry Lake 002",1.6094379124341,"Undifferentiated","Ordinary","L Meteorite"
"Roach Dry Lake 003",1.43508452528932,"Undifferentiated","Ordinary","H Meteorite"
"Roach Dry Lake 006",1.87640694328834,"Undifferentiated","Ordinary","H Meteorite"
"Roach Dry Lake 021",4.08092154188996,"Undifferentiated","Ordinary","H Meteorite"
"Roach Dry Lake 027",2.92584614608982,"Undifferentiated","Ordinary","H Meteorite"
"Roach Dry Lake 030",2.31550131826059,"Undifferentiated","Enstatite",NA
"Roach Dry Lake 031",3.58905911883173,"Undifferentiated","Ordinary","H Meteorite"
"Roach Dry Lake 064",2.90471287516682,"Undifferentiated","Ordinary","H Meteorite"
"Roach Dry Lake 075",3.39785848039664,"Undifferentiated","Ordinary","H Meteorite"
"Roach Dry Lake 113",3.67882911826043,"Undifferentiated","Ordinary","H Meteorite"
"Roberts Butte 03001",3.50254987592244,"Undifferentiated","Ordinary","H Meteorite"
"Roberts Massif 03520",7.19120340090186,"Undifferentiated","Ordinary","LL Meteorite"
"Roberts Massif 03521",7.2283884515736,"Undifferentiated","Ordinary","LL Meteorite"
"Roberts Massif 03522",5.64332450561909,"Undifferentiated","Carbonaceous",NA
"Roberts Massif 03523",1.90210752639692,"Undifferentiated","Carbonaceous",NA
"Roberts Massif 03524",5.20729796816087,"Undifferentiated","Ordinary","H Meteorite"
"Roberts Massif 03525",5.70278197432262,"Undifferentiated","Ordinary","L Meteorite"
"Roberts Massif 03526",5.59471137960184,"Undifferentiated","Ordinary","H Meteorite"
"Roberts Massif 03527",4.95793750509581,"Undifferentiated","Ordinary","L Meteorite"
"Roberts Massif 03528",4.36054760299676,"Undifferentiated","Ordinary","LL Meteorite"
"Roberts Massif 03529",4.85592890433527,"Undifferentiated","Ordinary","H Meteorite"
"Roberts Massif 03530",3.14113047624335,"Undifferentiated","Ordinary","H Meteorite"
"Roberts Massif 03531",4.28220629939167,"Undifferentiated","Ordinary","H Meteorite"
"Roberts Massif 03532",2.05412373369555,"Undifferentiated","Ordinary","LL Meteorite"
"Roberts Massif 03533",3.75185425327532,"Undifferentiated","Ordinary","LL Meteorite"
"Roberts Massif 03534",2.94443897916644,"Undifferentiated","Ordinary","H Meteorite"
"Roberts Massif 03535",2.28949985344539,"Undifferentiated","Ordinary","H Meteorite"
"Roberts Massif 03536",1.98100146886658,"Undifferentiated","Ordinary","H Meteorite"
"Roberts Massif 03537",1.91250108692418,"Undifferentiated","Ordinary","L Meteorite"
"Roberts Massif 03538",2.46555392127219,"Undifferentiated","Ordinary","L Meteorite"
"Roberts Massif 04100",7.86672228513673,"Undifferentiated","Ordinary","L Meteorite"
"Roberts Massif 04101",7.55935103238385,"Undifferentiated","Ordinary","L Meteorite"
"Roberts Massif 04102",7.19173048950259,"Undifferentiated","Ordinary","L Meteorite"
"Roberts Massif 04103",5.21981513839308,"Undifferentiated","Ordinary","H Meteorite"
"Roberts Massif 04104",5.32203389316535,"Undifferentiated","Ordinary","LL Meteorite"
"Roberts Massif 04105",5.69776440233064,"Undifferentiated","Ordinary","L Meteorite"
"Roberts Massif 04106",5.67812272787562,"Undifferentiated","Ordinary","L Meteorite"
"Roberts Massif 04107",6.25939024119408,"Undifferentiated","Ordinary","LL Meteorite"
"Roberts Massif 04108",5.95609640327019,"Undifferentiated","Ordinary","L Meteorite"
"Roberts Massif 04109",5.29280218585993,"Undifferentiated","Ordinary","LL Meteorite"
"Roberts Massif 04110",5.14807570321749,"Undifferentiated","Ordinary","LL Meteorite"
"Roberts Massif 04111",5.6116671857484,"Undifferentiated","Ordinary","H Meteorite"
"Roberts Massif 04112",5.31958950182358,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 983586",1.24415459395877,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 983587",3.01455402779458,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983588",2.63044895507866,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983589",3.55990907281698,"Undifferentiated","Carbonaceous",NA
"Yamato 983591",2.52252351335931,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 983592",4.34159518887954,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983593",3.27108869631514,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 983594",1.76130026174335,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 983595",2.12704052047911,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 983596",3.40053049267445,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983597",3.42946084693501,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983598",2.17588743994809,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 983599",4.04795152265239,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983600",3.27070897350822,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983601",3.76514580956739,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983602",2.47737838336721,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983603",2.65183252110398,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983604",2.51608226725645,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983606",4.46164617590205,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983607",2.50470927708418,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983608",2.31550131826059,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983609",1.99333884262642,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 983610",2.44581926107995,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 983611",3.72376385596744,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983612",2.51203531717625,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983618",1.56024766824333,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983619",2.4923786646267,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983620",4.95229971708329,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 983621",2.20276475771183,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983622",2.14476100780048,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983623",2.29455292129678,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983624",2.58926666511224,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983626",2.75302356674494,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 983627",2.37954613413017,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983628",3.08694315360738,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983629",1.49514876603197,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983630",3.12544388007565,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983632",1.20597080698861,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 983634",2.68716699018579,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 983635",2.45702144629846,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 983636",2.19611284848353,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 983637",1.93152141160321,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 983638",3.72617523885763,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 983639",2.15059873599616,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 983640",2.13298230860787,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 983642",2.01490302054226,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 983643",1.52822785700856,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 983644",2.7047112998367,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983645",5.10533922956555,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983646",1.98375629154543,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983647",2.71204222237175,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983648",2.53131302260216,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983649",4.54701127181456,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 983650",1.20896034583698,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983651",1.9643112344262,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983652",2.85186190313429,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983653",2.18380155700408,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983654",2.63977136034892,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 983655",1.53686721959926,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983658",1.97546895129686,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 983659",3.39417276672519,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983660",3.36314931402463,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983662",2.11021320034659,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983663",2.26176309847379,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 983664",1.23837423104327,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 983665",1.80500469597808,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983666",2.12345842709661,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 983667",2.00552585872967,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 983668",2.04769284336526,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 983673",2.47148362945586,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 983674",2.10535292346434,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 983675",1.68082790852077,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 983676",1.30833281965018,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 983677",1.43983512804792,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 983678",1.73165554515835,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 983679",1.37371557891303,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 983680",1.4036429994545,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 983681",1.31640823365572,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 983682",1.31640823365572,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 983686",1.54329810992956,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 983687",4.1196873698939,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 983688",3.69684762376311,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 983689",3.60332156575229,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 983690",2.06051353179432,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 983691",1.31103187661934,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 983692",1.68639895357023,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 983693",2.16905370036952,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 983694",3.37553763488158,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 983695",2.26176309847379,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 983696",1.35583515363518,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 983700",3.0777729838902,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 983701",1.66392609771817,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 983702",4.17623172169429,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983703",2.62249231274056,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983704",1.82937633279936,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983705",4.39086248333628,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983706",3.60821155104648,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983707",1.66770682055808,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983708",1.25276296849537,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983709",1.26694760348732,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983715",4.63569939102291,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983716",4.75531284441781,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983719",1.7263316639056,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 983722",2.9391619220656,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983723",4.84497417819541,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983724",1.53686721959926,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983726",2.51608226725645,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983727",2.28238238567653,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983728",1.79009141212736,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983729",1.39624469197306,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 983730",3.27676730328398,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983731",2.75556971707019,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983732",3.35898553285285,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983733",2.63547950826737,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983734",1.13462272619114,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983735",1.26129787094521,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 983736",2.75429745226753,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 983738",1.71018781553424,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 983742",2.25758772706331,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 983745",1.76985463384001,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 983746",2.82316300820271,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 983747",1.84371920815877,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983748",5.70711026474888,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 983749",4.16200321069592,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983750",2.94021956362373,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 983752",1.44220199305819,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 983753",1.79009141212736,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983754",1.92570744173779,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983755",2.06178660644112,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 983756",4.36970098498324,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 983757",4.22303090318342,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 983758",3.01455402779458,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 983759",2.56494935746154,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 983761",2.63260800593535,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983762",2.74148497718845,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983764",1.27256559579155,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983766",3.02965049175745,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 983767",2.05027016437956,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983768",2.94338579318178,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 983769",1.74745921033147,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 983770",1.88251383249652,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 983771",5.87211778947542,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 983772",5.17445337932565,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 983773",2.94391252482419,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 983774",2.44581926107995,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983775",1.94161522477243,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983776",1.98924327376169,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983777",2.04510886259933,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983778",2.21375387928743,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983779",2.06812778177956,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983780",1.90210752639692,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983781",2.01356879752913,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983782",2.00552585872967,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983783",1.83736998048011,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983784",1.78002421300963,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983785",1.78002421300963,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983786",1.59330853050422,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983787",1.55603713570699,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983788",1.87487437593856,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983789",1.5953389880546,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983790",1.52605630349505,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983791",1.53686721959926,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983792",1.77833644889591,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983793",1.46325540225602,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983794",1.65632149833295,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983795",1.60542989103656,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983796",1.3244189574018,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983797",1.3787660946991,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983798",1.54756250871601,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983799",1.15688119679209,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983800",1.14103300455206,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983801",1.18172719537862,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983806",1.57484646766448,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983807",2.8541687092322,"Differentiated",NA,NA
"Yamato 983809",3.96859235691604,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983810",2.88424189752063,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983811",2.6203112867942,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983812",2.71469474382088,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983813",2.68444033546308,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983814",2.45958884180371,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983815",2.55022611590864,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983816",2.29857707159651,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983817",2.16332302566054,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983818",2.02287119019144,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983819",1.83258146374831,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983820",1.97685495290473,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983821",1.11841491596429,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983822",1.33236601909433,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983824",1.39624469197306,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983825",1.71018781553424,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983827",1.22671229129543,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983828",4.40133894570625,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983829",4.02159464185744,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983830",3.92355624124182,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983831",3.75887182593397,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983832",3.39952932456146,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983833",3.44903471107632,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983834",3.39584977533556,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983835",2.81480973767374,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983836",3.00963517872298,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983837",4.04357744516845,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983838",3.71722392712308,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983839",2.94654202936322,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983840",2.7434173449395,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983841",2.49815187653802,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983842",2.34084380511114,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983843",2.52572864430826,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983844",2.2213750375685,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983845",2.14710019015365,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983846",3.78804582560844,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983847",3.51898041731854,"Undifferentiated","Ordinary","H Meteorite"
